iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,2023-09-06,225357.0,0.0,19.0,7944.0,0.0,0.0,5479.303,0.0,0.462,193.149,0.0,0.0,,,,,,,,,,,,,,,,,,,21258362.0,17921323.0,17148725.0,2265415.0,,23733.0,51.69,43.57,41.7,5.51,577.0,17199.0,0.042,,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,41128772.0,,,,
OWID_AFR,,Africa,2023-09-06,13106812.0,0.0,45.0,259008.0,0.0,0.0,9186.567,0.0,0.032,181.539,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426736614.0,,,,
ALB,Europe,Albania,2023-09-06,334090.0,0.0,0.0,3604.0,0.0,0.0,117541.387,0.0,0.0,1267.979,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.871,38.0,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89,78.57,0.795,2842318.0,,,,
DZA,Africa,Algeria,2023-09-06,271852.0,0.0,0.0,6881.0,0.0,0.0,6054.175,0.0,0.0,153.241,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,44903228.0,,,,
ASM,Oceania,American Samoa,2023-09-06,8341.0,0.0,0.0,34.0,0.0,0.0,188305.678,0.0,0.0,767.581,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.205,,,,,,283.75,,,,,,73.74,,44295.0,,,,
AND,Europe,Andorra,2023-09-06,48015.0,0.0,0.0,159.0,0.0,0.0,601367.684,0.0,0.0,1991.408,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.755,,,,,,109.135,7.97,29.0,37.8,,,83.73,0.868,79843.0,,,,
AGO,Africa,Angola,2023-09-06,105384.0,0.0,0.0,1934.0,0.0,0.0,2961.14,0.0,0.0,54.343,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.89,16.8,2.405,1.362,5819.495,,276.045,3.94,,,26.664,,61.15,0.581,35588996.0,,,,
AIA,North America,Anguilla,2023-09-06,3904.0,0.0,0.0,12.0,0.0,0.0,245890.282,0.0,0.0,755.81,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.88,,15877.0,,,,
ATG,North America,Antigua and Barbuda,2023-09-06,9106.0,0.0,0.0,146.0,0.0,0.0,97107.879,0.0,0.0,1556.968,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,93772.0,,,,
ARG,South America,Argentina,2023-09-06,10044957.0,0.0,0.0,130472.0,0.0,0.0,220718.205,0.0,0.0,2866.866,0.0,0.0,,,,,,,,,,,,,,,,,,,116102483.0,41505296.0,34894605.0,36873161.0,4890.0,4424.0,255.11,91.2,76.67,81.02,97.0,53.0,0.0,,16.177,31.9,11.198,7.441,18933.907,0.6,191.032,5.5,16.2,27.7,,5.0,76.67,0.845,45510324.0,,,,
ARM,Asia,Armenia,2023-09-06,449357.0,0.0,0.0,8751.0,0.0,0.0,161611.77,0.0,0.0,3147.307,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.931,35.7,11.232,7.571,8787.58,1.8,341.01,7.11,1.5,52.1,94.043,4.2,75.09,0.776,2780472.0,,,,
ABW,North America,Aruba,2023-09-07,44224.0,0.0,0.0,292.0,0.0,0.0,415408.749,0.0,0.0,2742.84,0.0,0.0,,,,,,,,,,,,,,,,,,,174812.0,90474.0,84338.0,,1.0,0.0,164.21,84.98,79.22,,0.0,0.0,0.0,,584.8,41.2,13.085,7.452,35973.781,,,11.62,,,,,76.29,,106459.0,,,,
OWID_ASI,,Asia,2023-09-07,300437306.0,0.0,303.143,1633358.0,0.0,14.857,63633.322,0.0,0.064,345.949,0.0,0.003,,,,,,,,,,,,,,,,,,,9067946333.0,3684684264.0,3458467354.0,1806312105.0,31504.0,26708.0,192.06,78.04,73.25,38.26,6.0,17981.0,0.0,,,,,,,,,,,,,,,,4721383370.0,,,,
AUS,Oceania,Australia,2023-09-06,11587275.0,0.0,0.0,22781.0,0.0,0.0,442644.058,0.0,0.0,870.254,0.0,0.0,,26.0,0.993,919.0,35.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13.0,16.5,,3.84,83.44,0.944,26177410.0,,,,
AUT,Europe,Austria,2023-09-06,6081287.0,0.0,0.0,22534.0,0.0,0.0,680262.588,0.0,0.0,2520.69,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,8939617.0,,,,
AZE,Asia,Azerbaijan,2023-09-06,832312.0,130.0,34.429,10302.0,0.0,0.286,80353.903,12.551,3.324,994.586,0.0,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.309,32.4,6.018,3.871,15847.419,,559.812,7.11,0.3,42.5,83.241,4.7,73.0,0.756,10358078.0,,,,
BHS,North America,Bahamas,2023-09-06,38084.0,0.0,0.0,844.0,0.0,0.0,92890.297,0.0,0.0,2058.592,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,409989.0,,,,
BHR,Asia,Bahrain,2023-09-06,696614.0,0.0,0.0,1536.0,0.0,0.0,473167.024,0.0,0.0,1043.31,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29,0.852,1472237.0,,,,
BGD,Asia,Bangladesh,2023-09-07,2045408.0,0.0,10.571,29477.0,0.0,0.143,11948.428,0.0,0.062,172.192,0.0,0.001,,,,,,,,,,,,,,,,,,,361651652.0,151502895.0,142176372.0,68553927.0,2232.0,766.0,211.26,88.5,83.05,40.05,4.0,124.0,0.0,,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1.0,44.7,34.808,0.8,72.59,0.632,171186368.0,,,,
BRB,North America,Barbados,2023-09-06,109503.0,0.0,0.0,620.0,0.0,0.0,388796.574,0.0,0.0,2201.345,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,281646.0,,,,
BLR,Europe,Belarus,2023-09-06,994037.0,0.0,0.0,7118.0,0.0,0.0,104251.871,0.0,0.0,746.516,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.858,40.3,14.799,9.788,17167.967,,443.129,5.18,10.5,46.1,,11.0,74.79,0.823,9534956.0,,,,
BEL,Europe,Belgium,2023-09-06,4807469.0,0.0,0.286,34339.0,0.0,0.0,412448.589,0.0,0.025,2946.056,0.0,0.0,,,,,,,,,,,,,,,,,,,29635655.0,9266465.0,9168764.0,11631133.0,16.0,17.0,254.25,79.5,78.66,99.79,1.0,0.0,0.0,,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,11655923.0,,,,
BLZ,North America,Belize,2023-09-06,70782.0,0.0,0.0,688.0,0.0,0.0,174647.47,0.0,0.0,1697.571,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.426,25.0,3.853,2.279,7824.362,,176.957,17.11,,,90.083,1.3,74.62,0.716,405285.0,,,,
BEN,Africa,Benin,2023-09-06,28014.0,0.0,0.0,163.0,0.0,0.0,2097.977,0.0,0.0,12.207,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.11,18.8,3.244,1.942,2064.236,49.6,235.848,0.99,0.6,12.3,11.035,0.5,61.77,0.545,13352864.0,,,,
BMU,North America,Bermuda,2023-09-06,18860.0,0.0,0.0,165.0,0.0,0.0,293737.443,0.0,0.0,2569.813,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308.82,,,,50669.315,,139.547,13.0,,,,,82.59,,64207.0,,,,
BTN,Asia,Bhutan,2023-09-06,62697.0,0.0,0.0,21.0,0.0,0.0,80128.365,0.0,0.0,26.839,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.188,28.6,4.885,2.977,8708.597,1.5,217.066,9.75,,,79.807,1.7,71.78,0.654,782457.0,,,,
BOL,South America,Bolivia,2023-09-06,1206420.0,0.0,0.0,22399.0,0.0,0.0,98691.815,0.0,0.0,1832.362,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,12224114.0,,,,
BES,North America,Bonaire Sint Eustatius and Saba,2023-09-06,11922.0,0.0,0.0,41.0,0.0,0.0,440706.787,0.0,0.0,1515.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.79,,27052.0,,,,
BIH,Europe,Bosnia and Herzegovina,2023-09-06,403070.0,0.0,0.0,16352.0,0.0,0.0,124653.243,0.0,0.0,5057.012,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,3233530.0,,,,
BWA,Africa,Botswana,2023-09-06,330251.0,0.0,0.0,2800.0,0.0,0.0,125556.4,0.0,0.0,1064.517,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.044,25.8,3.941,2.242,15807.374,,237.372,4.81,5.7,34.4,,1.8,69.59,0.735,2630300.0,,,,
BRA,South America,Brazil,2023-09-06,37717062.0,0.0,0.0,704659.0,0.0,0.0,175172.766,0.0,0.0,3272.712,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,,2.2,75.88,0.765,215313504.0,,,,
VGB,North America,British Virgin Islands,2023-09-06,7305.0,0.0,0.0,64.0,0.0,0.0,233148.219,0.0,0.0,2042.64,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.973,,,,,,,13.67,,,,,79.07,,31332.0,,,,
BRN,Asia,Brunei,2023-09-06,310522.0,0.0,0.0,163.0,0.0,0.0,691582.666,0.0,0.0,363.027,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2.0,30.9,,2.7,75.86,0.838,449002.0,,,,
BGR,Europe,Bulgaria,2023-09-07,1299930.0,0.0,0.0,38403.0,0.0,0.0,191674.819,0.0,0.0,5662.527,0.0,0.0,,9.0,1.327,128.0,18.874,,,,,,,,,,,,,,4613647.0,,2077824.0,,19.0,9.0,68.03,,30.64,,1.0,,,,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,,7.454,75.05,0.816,6781955.0,,,,
BFA,Africa,Burkina Faso,2023-09-06,22056.0,0.0,0.0,396.0,0.0,0.0,972.754,0.0,0.0,17.465,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,22673764.0,,,,
BDI,Africa,Burundi,2023-09-06,54241.0,0.0,0.0,15.0,0.0,0.0,4208.127,0.0,0.0,1.164,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.062,17.5,2.562,1.504,702.225,71.7,293.068,6.05,,,6.144,0.8,61.58,0.433,12889583.0,,,,
KHM,Asia,Cambodia,2023-09-06,138940.0,0.0,0.0,3056.0,0.0,0.0,8286.095,0.0,0.0,182.254,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.672,25.6,4.412,2.385,3645.07,,270.892,4.0,2.0,33.7,66.229,0.8,69.82,0.594,16767851.0,,,,
CMR,Africa,Cameroon,2023-09-06,125090.0,0.0,0.0,1974.0,0.0,0.0,4481.177,0.0,0.0,70.716,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.885,18.8,3.165,1.919,3364.926,23.8,244.661,7.2,,,2.735,1.3,59.29,0.563,27914542.0,,,,
CAN,North America,Canada,2023-09-06,4697504.0,0.0,0.0,53147.0,0.0,0.0,122158.005,0.0,0.0,1382.081,0.0,0.0,,65.0,1.69,2165.0,56.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12.0,16.6,,2.5,82.43,0.929,38454328.0,,,,
CPV,Africa,Cape Verde,2023-09-06,64238.0,0.0,0.0,415.0,0.0,0.0,108297.565,0.0,0.0,699.64,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.58,25.7,4.46,3.437,6222.554,,182.219,2.42,2.1,16.5,,2.1,72.98,0.665,593162.0,,,,
CYM,North America,Cayman Islands,2023-09-06,31472.0,0.0,0.0,37.0,0.0,0.0,457961.061,0.0,0.0,538.401,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.496,,,,49903.029,,,13.22,,,,,83.92,,68722.0,,,,
CAF,Africa,Central African Republic,2023-09-06,15367.0,0.0,0.0,113.0,0.0,0.0,2754.363,0.0,0.0,20.254,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1.0,53.28,0.397,5579148.0,,,,
TCD,Africa,Chad,2023-09-06,7698.0,0.0,0.0,194.0,0.0,0.0,434.343,0.0,0.0,10.946,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,17723312.0,,,,
CHL,South America,Chile,2023-09-06,5289055.0,0.0,0.0,61614.0,0.0,0.0,269798.318,0.0,0.0,3142.972,0.0,0.0,,8.0,0.408,,,2.0,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,19603736.0,62986.9,15.1,-10.34,3208.773
CHN,Asia,China,2023-09-06,99306563.0,0.0,0.0,121679.0,0.0,0.0,69645.447,0.0,0.0,85.336,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.674,38.7,10.641,5.929,15308.712,0.7,261.899,9.74,1.9,48.4,,4.34,76.91,0.761,1425887360.0,,,,
COL,South America,Colombia,2023-09-06,6378000.0,0.0,0.0,142961.0,0.0,0.0,122951.701,0.0,0.0,2755.926,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,51874028.0,,,,
COM,Africa,Comoros,2023-09-06,9109.0,0.0,0.0,160.0,0.0,0.0,10885.737,0.0,0.0,191.208,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.352,20.4,2.963,1.726,1413.89,18.1,261.516,11.88,4.4,23.6,15.574,2.2,64.32,0.554,836783.0,,,,
COG,Africa,Congo,2023-09-06,25196.0,0.0,0.0,389.0,0.0,0.0,4220.132,0.0,0.0,65.154,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,,64.57,0.574,5970430.0,,,,
COK,Oceania,Cook Islands,2023-09-06,7152.0,0.0,0.0,2.0,0.0,0.0,419915.453,0.0,0.0,117.426,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.25,,17032.0,,,,
CRI,North America,Costa Rica,2023-09-06,1238883.0,0.0,0.0,9428.0,0.0,0.0,239128.009,0.0,0.0,1819.784,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,5180836.0,,,,
CIV,Africa,Cote d'Ivoire,2023-09-06,88338.0,0.0,0.0,835.0,0.0,0.0,3136.942,0.0,0.0,29.651,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,,,19.351,,57.78,0.538,28160548.0,,,,
HRV,Europe,Croatia,2023-09-06,1274434.0,0.0,0.0,18297.0,0.0,0.0,316208.399,0.0,0.0,4539.792,0.0,0.0,,,,,,,,,,,,,,,,,,,5362233.0,2321704.0,2251702.0,,,1.0,133.05,57.61,55.87,,0.0,1.0,0.0,,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,,5.54,78.49,0.851,4030361.0,,,,
CUB,North America,Cuba,2023-09-06,1115064.0,0.0,0.0,8530.0,0.0,0.0,99450.973,0.0,0.0,760.779,0.0,0.0,,,,,,,,,,,,,,,,,,,45615941.0,10768455.0,10031730.0,8772168.0,1023.0,1769.0,406.84,96.04,89.47,78.24,158.0,48.0,0.0,,110.408,43.1,14.738,9.719,,,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,11212198.0,,,,
CUW,North America,Curacao,2023-09-06,45883.0,0.0,0.0,305.0,0.0,0.0,240007.742,0.0,0.0,1595.414,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.644,41.7,16.367,10.068,,,,11.62,,,,,78.88,,191173.0,,,,
CYP,Europe,Cyprus,2023-09-06,660854.0,0.0,0.0,1364.0,0.0,0.0,737554.506,0.0,0.0,1522.31,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,896007.0,,,,
CZE,Europe,Czechia,2023-09-07,4644473.0,0.0,42.0,42820.0,0.0,0.143,442584.089,0.0,4.002,4080.431,0.0,0.014,,1.0,0.095,40.0,3.812,5.0,0.476,44.0,4.193,,,,,,,,,,18626320.0,6976657.0,6893368.0,5167641.0,24.0,21.0,177.5,66.48,65.69,49.24,2.0,0.0,0.0,,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,10493990.0,,,,
COD,Africa,Democratic Republic of Congo,2023-09-06,97697.0,0.0,0.0,1468.0,0.0,0.0,986.737,0.0,0.0,14.827,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,,,4.472,,60.68,0.48,99010216.0,,,,
DNK,Europe,Denmark,2023-09-06,3415744.0,0.0,0.0,8790.0,0.0,0.0,580685.754,0.0,0.0,1494.324,0.0,0.0,,,,,,,,,,,,,,,,,,,14973928.0,4752101.0,4716840.0,3621753.0,,4.0,254.56,80.79,80.19,61.57,1.0,0.0,0.0,,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,5882259.0,4310.801,2.1,-5.08,729.296
DJI,Africa,Djibouti,2023-09-06,15690.0,0.0,0.0,189.0,0.0,0.0,13998.292,0.0,0.0,168.622,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,1120851.0,,,,
DMA,North America,Dominica,2023-09-06,15760.0,0.0,0.0,74.0,0.0,0.0,216608.483,0.0,0.0,1017.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.567,,,,9673.367,,227.376,11.62,,,,3.8,75.0,0.742,72758.0,,,,
DOM,North America,Dominican Republic,2023-09-06,667048.0,0.0,0.0,4384.0,0.0,0.0,59404.99,0.0,0.0,390.424,0.0,0.0,,,,,,,,,,,,,,,,,,,16381373.0,7352139.0,6114473.0,2566612.0,,636.0,145.89,65.48,54.45,22.86,57.0,226.0,0.002,,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,11228821.0,,,,
ECU,South America,Ecuador,2023-09-06,1069114.0,0.0,0.0,36042.0,0.0,0.0,59391.916,0.0,0.0,2002.222,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,18001002.0,,,,
EGY,Africa,Egypt,2023-09-06,516023.0,0.0,0.0,24830.0,0.0,0.0,4649.271,0.0,0.0,223.714,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,110990096.0,,,,
SLV,North America,El Salvador,2023-09-06,201785.0,0.0,0.0,4230.0,0.0,0.0,31845.405,0.0,0.0,667.572,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,6336393.0,,,,
OWID_ENG,Europe,England,2023-09-01,,,,,,,,,,,,,,,,2779.0,49.142,,,2515.0,44.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56550000.0,,,,
GNQ,Africa,Equatorial Guinea,2023-09-06,17130.0,0.0,0.0,183.0,0.0,0.0,10227.379,0.0,0.0,109.259,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.194,22.4,2.846,1.752,22604.873,,202.812,7.78,,,24.64,2.1,58.74,0.592,1674916.0,,,,
ERI,Africa,Eritrea,2023-09-06,10189.0,0.0,0.0,103.0,0.0,0.0,2765.713,0.0,0.0,27.958,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.304,19.3,3.607,2.171,1510.459,,311.11,6.05,0.2,11.4,,0.7,66.32,0.459,3684041.0,,,,
EST,Europe,Estonia,2023-09-06,601851.0,0.0,0.0,2901.0,0.0,0.0,453862.709,0.0,0.0,2187.677,0.0,0.0,,0.0,0.0,,,0.0,0.0,6.0,4.505,,,,,,,,,,2113078.0,869403.0,861754.0,601712.0,23.0,34.0,159.35,65.56,64.99,45.38,26.0,1.0,0.0,,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,1326064.0,4282.1,7.42,-3.02,3237.236
SWZ,Africa,Eswatini,2023-09-06,74882.0,0.0,0.0,1427.0,0.0,0.0,62314.426,0.0,0.0,1187.504,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1201680.0,,,,
ETH,Africa,Ethiopia,2023-09-06,501032.0,0.0,0.0,7574.0,0.0,0.0,4060.887,0.0,0.0,61.388,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,123379928.0,,,,
OWID_EUR,,Europe,2023-09-07,249217366.0,0.0,1940.857,2076204.0,0.0,7.0,334606.277,0.0,2.606,2787.57,0.0,0.009,,,,,,,,,,,,,,,,,,,1388907361.0,522878200.0,493115655.0,359190239.0,925.0,928.0,186.48,70.2,66.21,48.23,1.0,24.0,0.0,,,,,,,,,,,,,,,,744807803.0,,,,
OWID_EUN,,European Union,2023-09-07,183832172.0,0.0,1188.429,1243539.0,0.0,4.714,408382.721,0.0,2.64,2762.519,0.0,0.01,,,,,,,,,,,,,,,,,,,945953118.0,338036031.0,327980954.0,279508562.0,925.0,928.0,210.14,75.09,72.86,62.09,2.0,24.0,0.0,,,,,,,,,,,,,,,,450146793.0,,,,
FRO,Europe,Faeroe Islands,2023-09-06,34658.0,0.0,0.0,28.0,0.0,0.0,652484.139,0.0,0.0,527.138,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.308,,,,,,,,,,,,80.67,,53117.0,,,,
FLK,South America,Falkland Islands,2023-09-06,1923.0,0.0,0.0,,0.0,0.0,505919.495,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.44,,3801.0,,,,
FJI,Oceania,Fiji,2023-09-06,69047.0,0.0,0.0,885.0,0.0,0.0,74262.532,0.0,0.0,951.849,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,929769.0,,,,
FIN,Europe,Finland,2023-09-06,1484331.0,279.0,39.857,10171.0,0.0,1.0,267893.758,50.354,7.193,1835.674,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,5540745.0,,,,
FRA,Europe,France,2023-09-06,38997490.0,0.0,0.0,167985.0,0.0,0.0,603427.621,0.0,0.0,2599.316,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,67813000.0,,,,
GUF,South America,French Guiana,2023-09-06,98041.0,0.0,0.0,413.0,0.0,0.0,321901.841,0.0,0.0,1356.019,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,,2.897,,,,,,,,,79.95,,304568.0,,,,
PYF,Oceania,French Polynesia,2023-09-06,78623.0,0.0,0.0,649.0,0.0,0.0,256692.96,0.0,0.0,2118.893,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,306292.0,,,,
